txn_id,txn_time_raw,property_code,outlet_name,guest_ref,net_amount_raw,tax_amount_raw,tip_amount_raw,payment_mode,items_count_raw,line_items_raw,source_file,ingested_at
T-264790,2026-02-21T09:00:20Z,SP-01,Spa Lounge,,sar 336.65,SAR 50,,cash,3,"[{""sku"": ""SKU074"", ""qty"": 3, ""price"": 43.4}, {""sku"": ""SKU157"", ""qty"": 1, ""price"": 115.52}, {""sku"": ""SKU131"", ""qty"": 2, ""price"": 52.31}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-633942,29-03-2026 11:31 AM,SOUDAH_1,Summit Cafe,,sar838.38,125.76,0,cash,1,"[{""sku"": ""SKU022"", ""qty"": 3, ""price"": 100.71}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-732920,2026-02-03 23:38:40,SOUDAH_1,Spa Lounge,g-34173,SR635.54,SAR 95,,CARD,1,"[{""sku"": ""SKU050"", ""qty"": 3, ""price"": 91.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-625514,2026-03-29 18:00:45 GMT,soudah-01,summit café,,804.28,120.64,0,Apple Pay,4,"[{""sku"": ""SKU188"", ""qty"": 3, ""price"": 103.2}, {""sku"": ""SKU175"", ""qty"": 2, ""price"": 9.4}, {""sku"": ""SKU050"", ""qty"": 3, ""price"": 90.67}, {""sku"": ""SKU068"", ""qty"": 1, ""price"": 7.74}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-258227,2026-03-13T04:22:46Z,SP01,summit café,G-58414,522.93,S.A.R 78.44,0,CARD,3,"[{""sku"": ""SKU186"", ""qty"": 2, ""price"": 34.37}, {""sku"": ""SKU080"", ""qty"": 3, ""price"": 109.94}, {""sku"": ""SKU047"", ""qty"": 1, ""price"": 93.34}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-224528,08-02-2026 06:26 PM,SP01,Summit Cafe,g-98992,SAR 692.32,SAR 103.85,SAR46.11,Card,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-727449,2026-02-16T01:01:18Z,SOUDAH_1,Spa Lounge,g-76294,VAT: 627.37,94.11,,cash,5,"[{""sku"": ""SKU170"", ""qty"": 2, ""price"": 76.02}, {""sku"": ""SKU102"", ""qty"": 1, ""price"": 88.6}, {""sku"": ""SKU131"", ""qty"": 2, ""price"": 29.94}, {""sku"": ""SKU093"", ""qty"": 2, ""price"": 51.03}, {""sku"": ""SKU146"", ""qty"": 2, ""price"": 65.77}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-486729,2026-03-20T22:19:00Z,SP-01,Spa Lounge,NULL,sar 727.19,SAR 109,sar 22.09,Card,4,"[{""sku"": ""SKU152"", ""qty"": 2, ""price"": 95.73}, {""sku"": ""SKU086"", ""qty"": 3, ""price"": 83.26}, {""sku"": ""SKU109"", ""qty"": 1, ""price"": 17.56}, {""sku"": ""SKU139"", ""qty"": 2, ""price"": 67.68}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-650507,10-03-2026 02:07 PM,SP-01,Summit Cafe,G-88848,sar 875.97,131.39,,Card,2,"[{""sku"": ""SKU055"", ""qty"": 2, ""price"": 15.54}, {""sku"": ""SKU130"", ""qty"": 3, ""price"": 21.07}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-824937,2026/02/09 22:57 +0530,soudah-01,Spa Lounge,,VAT: 367.81,55.17,SAR 41,Apple Pay,3,"[{""sku"": ""SKU100"", ""qty"": 2, ""price"": 102.91}, {""sku"": ""SKU096"", ""qty"": 2, ""price"": 19.96}, {""sku"": ""SKU021"", ""qty"": 3, ""price"": 102.88}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-039637,04-03-2026 06:40 PM,SP01,Summit Cafe,g-11873,849.89,SAR 127.48,VAT: SAR 48,Card,1,"[{""sku"": ""SKU086"", ""qty"": 3, ""price"": 6.14}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-189198,23-03-2026 03:00 AM,soudah-01,Peak Restaurant,NULL,VAT: SAR 462,SAR 69.37,0,CARD,1,"[{""sku"": ""SKU007"", ""qty"": 1, ""price"": 106.59}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-173585,18-03-2026 05:04 AM,SP01,Spa Lounge,,18.36,SAR 3,43.25,Apple Pay,2,"[{""sku"": ""SKU142"", ""qty"": 2, ""price"": 61.51}, {""sku"": ""SKU077"", ""qty"": 2, ""price"": 54.27}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-600948,2026-02-06T19:51:00Z,SP-01,Summit Cafe,NULL,SAR347.70,52.15,49.96,cash,4,"[{""sku"": ""SKU173"", ""qty"": 1, ""price"": 29.8}, {""sku"": ""SKU052"", ""qty"": 3, ""price"": 29.47}, {""sku"": ""SKU007"", ""qty"": 2, ""price"": 109.62}, {""sku"": ""SKU001"", ""qty"": 1, ""price"": 76.47}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-138861,2026-04-02T23:21:02Z,SP01,summit café,,233.27,34.99,31.54,CARD,2,"[{""sku"": ""SKU195"", ""qty"": 2, ""price"": 48.12}, {""sku"": ""SKU134"", ""qty"": 1, ""price"": 103.24}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-401993,2026/02/12 00:53,SP-01,Retail Store,NULL,SAR458.12,SAR 68.72,,Card,4,"[{""sku"": ""SKU174"", ""qty"": 2, ""price"": 119.51}, {""sku"": ""SKU071"", ""qty"": 1, ""price"": 85.17}, {""sku"": ""SKU020"", ""qty"": 2, ""price"": 92.41}, {""sku"": ""SKU082"", ""qty"": 1, ""price"": 17.25}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-784159,2026-02-21T15:16:59Z,SOUDAH_1,summit café,NULL,294.16,VAT: sar 44.12,45.38,Card,2,"[{""sku"": ""SKU196"", ""qty"": 2, ""price"": 103.45}, {""sku"": ""SKU108"", ""qty"": 2, ""price"": 20.82}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-917900,24-03-2026 07:54 PM,SP01,Summit Cafe, G-75773 ,836.45,125.47,,Card,1,"[{""sku"": ""SKU182"", ""qty"": 2, ""price"": 22.64}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-543574,21-03-2026 03:00 PM +0000,SP-01,Spa Lounge,G-58273,SAR 42.55,SAR 6.38,SAR 41,cash,5,"[{""sku"": ""SKU172"", ""qty"": 1, ""price"": 42.66}, {""sku"": ""SKU195"", ""qty"": 3, ""price"": 119.91}, {""sku"": ""SKU091"", ""qty"": 2, ""price"": 50.26}, {""sku"": ""SKU034"", ""qty"": 2, ""price"": 104.75}, {""sku"": ""SKU159"", ""qty"": 1, ""price"": 72.24}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-191518,2026/02/11 23:00,SP01,Retail Store,NULL,SAR154.72,SAR 23,SAR 24.84,cash,2,"[{""sku"": ""SKU077"", ""qty"": 2, ""price"": 46.33}, {""sku"": ""SKU098"", ""qty"": 1, ""price"": 9.78}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-258210,2026-02-01 17:34:14,SP-01,Spa Lounge,G-87883,VAT: SAR 733,SAR 110,40.59,CARD,5,"[{""sku"": ""SKU046"", ""qty"": 2, ""price"": 114.96}, {""sku"": ""SKU079"", ""qty"": 2, ""price"": 86.99}, {""sku"": ""SKU098"", ""qty"": 1, ""price"": 30.68}, {""sku"": ""SKU118"", ""qty"": 2, ""price"": 16.42}, {""sku"": ""SKU093"", ""qty"": 1, ""price"": 98.27}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-398743,2026/02/14 13:00 +0000,SP01,Peak Restaurant,,SAR432.94,SAR 64.94,,CARD,NULL,"[{""sku"": ""SKU023"", ""qty"": 3, ""price"": 36.72}, {""sku"": ""SKU072"", ""qty"": 3, ""price"": 29.09}, {""sku"": ""SKU077"", ""qty"": 2, ""price"": 17.62}, {""sku"": ""SKU016"", ""qty"": 2, ""price"": 106.27}, {""sku"": ""SKU091"", ""qty"": 2, ""price"": 23.96}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-698993,02-03-2026 09:38 AM,SP01,Spa Lounge,,SR664.23,SAR 100,,CARD,2,"[{""sku"": ""SKU159"", ""qty"": 2, ""price"": 53.39}, {""sku"": ""SKU124"", ""qty"": 2, ""price"": 116.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-449779,2026-02-15 11:27:29,SOUDAH_1,Peak Restaurant,NA,SAR664.97,VAT: SAR 100,0.00,Apple Pay,2,"[{""sku"": ""SKU007"", ""qty"": 2, ""price"": 63.92}, {""sku"": ""SKU110"", ""qty"": 1, ""price"": 15.08}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-530595,2026/02/09 18:18,SOUDAH_1,Spa Lounge, G-11636 ,S.A.R 414.31,SAR 62,,CARD,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-936772,2026/03/20 14:43,SP01,Retail Store, G-73959 ,637.05,SR95.56,SAR 15,CARD,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-270181,2026-02-09 02:06:38,SP-01,Retail Store,NA,SAR98.57,SAR14.79,0,cash,4,"[{""sku"": ""SKU105"", ""qty"": 1, ""price"": 24.29}, {""sku"": ""SKU126"", ""qty"": 3, ""price"": 29.37}, {""sku"": ""SKU085"", ""qty"": 1, ""price"": 35.01}, {""sku"": ""SKU060"", ""qty"": 3, ""price"": 73.12}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-468512,11-02-2026 10:45 AM,SP-01,Summit Cafe,NULL,675.07,SAR 101,,Apple Pay,3,"[{""sku"": ""SKU175"", ""qty"": 2, ""price"": 78.98}, {""sku"": ""SKU132"", ""qty"": 1, ""price"": 101.61}, {""sku"": ""SKU088"", ""qty"": 2, ""price"": 95.45}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-342736,01-02-2026 12:30 AM,SP01,Spa Lounge,NA,SAR 796.78,SAR119.52,SAR38.40,CARD,4,"[{""sku"": ""SKU051"", ""qty"": 3, ""price"": 58.35}, {""sku"": ""SKU146"", ""qty"": 2, ""price"": 65.94}, {""sku"": ""SKU103"", ""qty"": 3, ""price"": 98.43}, {""sku"": ""SKU074"", ""qty"": 3, ""price"": 89.77}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-709185,15-02-2026 11:02 PM GMT,SP01,summit café,NA,SAR 220,SAR 32.93,0.00,cash,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-402976,2026/03/02 14:53,SP-01,Summit Cafe,NULL,SAR 222.89,SAR33.43,0.00,Card,2,"[{""sku"": ""SKU078"", ""qty"": 1, ""price"": 18.7}, {""sku"": ""SKU084"", ""qty"": 2, ""price"": 109.03}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-053146,2026-02-13T04:55:51Z,SP01,Peak Restaurant,G-69576,SAR 864,129.65,0.00,CARD,3,"[{""sku"": ""SKU159"", ""qty"": 3, ""price"": 79.42}, {""sku"": ""SKU198"", ""qty"": 3, ""price"": 34.72}, {""sku"": ""SKU154"", ""qty"": 2, ""price"": 12.78}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-148533,2026-02-19 19:36:16 GMT,SOUDAH_1,Peak Restaurant,g-39019,SAR 671,SAR100.68,SAR 27.68,Apple Pay,2,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-494845,19-03-2026 12:05 PM,SP-01,summit café, G-55266 ,132.91,19.94,,Apple Pay,2,"[{""sku"": ""SKU138"", ""qty"": 2, ""price"": 111.99}, {""sku"": ""SKU146"", ""qty"": 3, ""price"": 114.5}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-411085,06-02-2026 04:24 AM,SOUDAH_1,Peak Restaurant,,112.44,SAR16.87,0.00,cash,1,"[{""sku"": ""SKU014"", ""qty"": 1, ""price"": 25.93}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-756437,2026-03-18 12:29:31,SP01,summit café,NULL,SAR 825,123.69,0,CARD,5,"[{""sku"": ""SKU143"", ""qty"": 1, ""price"": 16.6}, {""sku"": ""SKU200"", ""qty"": 1, ""price"": 40.54}, {""sku"": ""SKU163"", ""qty"": 2, ""price"": 27.87}, {""sku"": ""SKU134"", ""qty"": 3, ""price"": 67.4}, {""sku"": ""SKU143"", ""qty"": 3, ""price"": 43.05}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-656137,2026-03-13 23:25:49,SP01,Summit Cafe,,sar797.26,sar119.59,sar 33.56,Apple Pay,2,"[{""sku"": ""SKU161"", ""qty"": 3, ""price"": 73.51}, {""sku"": ""SKU097"", ""qty"": 3, ""price"": 44.32}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-037299,2026/04/01 20:07,SP-01,Peak Restaurant,,418.15,62.72,SAR 19,CARD,NA,"[{""sku"": ""SKU142"", ""qty"": 1, ""price"": 88.59}, {""sku"": ""SKU132"", ""qty"": 1, ""price"": 19.07}, {""sku"": ""SKU052"", ""qty"": 3, ""price"": 8.58}, {""sku"": ""SKU069"", ""qty"": 2, ""price"": 62.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-218032,2026-03-14 19:16:46,SP-01,Summit Cafe,,VAT: SAR 635.97,95.40,,Card,1,"[{""sku"": ""SKU009"", ""qty"": 2, ""price"": 12.23}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-427765,16-03-2026 04:01 PM,SP01,Summit Cafe,NULL,VAT: 576.84,SAR 86.53,0,CARD,5,"[{""sku"": ""SKU133"", ""qty"": 2, ""price"": 36.25}, {""sku"": ""SKU065"", ""qty"": 2, ""price"": 48.04}, {""sku"": ""SKU116"", ""qty"": 2, ""price"": 14.73}, {""sku"": ""SKU161"", ""qty"": 3, ""price"": 25.54}, {""sku"": ""SKU170"", ""qty"": 3, ""price"": 15.97}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-160492,10-02-2026 10:11 PM,soudah-01,Peak Restaurant,,VAT: sar820.31,SAR 123,23.56,cash,5,"[{""sku"": ""SKU067"", ""qty"": 1, ""price"": 71.72}, {""sku"": ""SKU058"", ""qty"": 2, ""price"": 69.17}, {""sku"": ""SKU081"", ""qty"": 1, ""price"": 42.65}, {""sku"": ""SKU010"", ""qty"": 3, ""price"": 46.73}, {""sku"": ""SKU025"", ""qty"": 2, ""price"": 25.18}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-700318,2026-02-14T03:09:20Z,soudah-01,Retail Store,,SAR 307,SAR 46,SAR12.26,cash,3,"[{""sku"": ""SKU054"", ""qty"": 1, ""price"": 55.02}, {""sku"": ""SKU097"", ""qty"": 1, ""price"": 26.75}, {""sku"": ""SKU108"", ""qty"": 3, ""price"": 92.57}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-732530,2026-03-09 08:46:39,SP01,Peak Restaurant,,sar 882.43,SAR 132,0.00,cash,1,"[{""sku"": ""SKU034"", ""qty"": 1, ""price"": 96.95}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-394617,2026-04-02T15:29:15Z,soudah-01,summit café,,sar742.59,111.39,0.00,Card,2,"[{""sku"": ""SKU122"", ""qty"": 3, ""price"": 25.96}, {""sku"": ""SKU129"", ""qty"": 1, ""price"": 61.95}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-232660,2026-03-20T03:07:12Z,soudah-01,summit café,,VAT: 832.83,124.92,47.13,CARD,3,"[{""sku"": ""SKU026"", ""qty"": 2, ""price"": 108.9}, {""sku"": ""SKU169"", ""qty"": 3, ""price"": 69.39}, {""sku"": ""SKU149"", ""qty"": 1, ""price"": 104.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-504050,13-02-2026 01:55 AM,SP-01,Summit Cafe,,728.86,109.33,,Apple Pay,5,"[{""sku"": ""SKU165"", ""qty"": 3, ""price"": 51.02}, {""sku"": ""SKU165"", ""qty"": 1, ""price"": 106.37}, {""sku"": ""SKU007"", ""qty"": 2, ""price"": 30.9}, {""sku"": ""SKU035"", ""qty"": 3, ""price"": 36.55}, {""sku"": ""SKU155"", ""qty"": 2, ""price"": 29.98}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-831010,21-03-2026 06:52 AM GMT,SP-01,Summit Cafe,,SAR 741,SAR 111.16,0,Apple Pay,5,"[{""sku"": ""SKU064"", ""qty"": 1, ""price"": 30.1}, {""sku"": ""SKU088"", ""qty"": 2, ""price"": 13.99}, {""sku"": ""SKU026"", ""qty"": 2, ""price"": 65.74}, {""sku"": ""SKU176"", ""qty"": 3, ""price"": 42.66}, {""sku"": ""SKU005"", ""qty"": 1, ""price"": 55.51}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-471407,01-02-2026 01:42 AM,soudah-01,Summit Cafe,G-95134,597.24,SAR 90,0,cash,one,"[{""sku"": ""SKU145"", ""qty"": 2, ""price"": 65.71}, {""sku"": ""SKU120"", ""qty"": 3, ""price"": 112.2}, {""sku"": ""SKU126"", ""qty"": 2, ""price"": 36.95}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-583504,2026-03-08T18:21:03Z,soudah-01,Peak Restaurant,g-20760,sar 105.59,sar15.84,46.35,Apple Pay,4,"[{""sku"": ""SKU199"", ""qty"": 2, ""price"": 65.61}, {""sku"": ""SKU140"", ""qty"": 3, ""price"": 98.57}, {""sku"": ""SKU118"", ""qty"": 3, ""price"": 46.23}, {""sku"": ""SKU124"", ""qty"": 3, ""price"": 6.79}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-075868,2026-03-25T02:41:40Z,SP01,Summit Cafe,NULL,779.30,S.A.R116.89,,Card,3,"[{""sku"": ""SKU180"", ""qty"": 3, ""price"": 76.51}, {""sku"": ""SKU007"", ""qty"": 1, ""price"": 24.39}, {""sku"": ""SKU160"", ""qty"": 3, ""price"": 68.17}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-817442,02-02-2026 03:00 AM,SP-01,Peak Restaurant,G85337,113.08,sar 16.96,,Card,2,"[{""sku"": ""SKU118"", ""qty"": 2, ""price"": 45.06}, {""sku"": ""SKU016"", ""qty"": 1, ""price"": 35.8}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-837229,2026-03-01 17:03:28,SP01,Summit Cafe,NULL,SAR433.94,65.09,,CARD,2,"[{""sku"": ""SKU122"", ""qty"": 1, ""price"": 91.98}, {""sku"": ""SKU151"", ""qty"": 1, ""price"": 98.14}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-419702,2026/03/31 11:44,SP01,Peak Restaurant,NULL,SR126.39,VAT: SR18.96,17.87,CARD,4,"[{""sku"": ""SKU029"", ""qty"": 1, ""price"": 103.84}, {""sku"": ""SKU018"", ""qty"": 1, ""price"": 92.01}, {""sku"": ""SKU027"", ""qty"": 2, ""price"": 65.23}, {""sku"": ""SKU199"", ""qty"": 2, ""price"": 40.65}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-668174,2026/03/17 22:06,SOUDAH_1,Summit Cafe,g-69313,SAR 710,SAR106.56,43.36,Card,2,"[{""sku"": ""SKU171"", ""qty"": 2, ""price"": 105.29}, {""sku"": ""SKU034"", ""qty"": 3, ""price"": 20.44}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-875366,2026/02/06 05:19,SP01,Peak Restaurant,g-99258,573.84,86.08,0,cash,2,"[{""sku"": ""SKU054"", ""qty"": 1, ""price"": 74.02}, {""sku"": ""SKU072"", ""qty"": 2, ""price"": 47.36}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-636994,2026/03/23 20:15,SP01,Retail Store,,301.70,45.26,,CARD,5,"[{""sku"": ""SKU095"", ""qty"": 1, ""price"": 94.37}, {""sku"": ""SKU028"", ""qty"": 3, ""price"": 104.06}, {""sku"": ""SKU043"", ""qty"": 3, ""price"": 83.62}, {""sku"": ""SKU012"", ""qty"": 1, ""price"": 22.48}, {""sku"": ""SKU186"", ""qty"": 1, ""price"": 54.68}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-719414,2026-04-02 18:48:30,SP-01,Peak Restaurant,NULL,670.48,100.57,SAR17.52,CARD,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-044138,2026-02-03 22:51:30,soudah-01,summit café,G-53480,SAR 410.31,61.55,0,Card,4,"[{""sku"": ""SKU079"", ""qty"": 3, ""price"": 67.54}, {""sku"": ""SKU009"", ""qty"": 3, ""price"": 34.66}, {""sku"": ""SKU006"", ""qty"": 3, ""price"": 46.39}, {""sku"": ""SKU048"", ""qty"": 3, ""price"": 47.3}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-642088,2026-02-17 11:33:06,soudah-01,Summit Cafe,,544.03,SAR 81.60,0.00,Apple Pay,3,"[{""sku"": ""SKU111"", ""qty"": 1, ""price"": 99.66}, {""sku"": ""SKU027"", ""qty"": 2, ""price"": 89.0}, {""sku"": ""SKU063"", ""qty"": 1, ""price"": 80.58}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-137869,2026/02/13 02:10 +0000,soudah-01,Summit Cafe,g-75470,SAR 858,VAT: 128.63,,CARD,4,"[{""sku"": ""SKU064"", ""qty"": 3, ""price"": 47.2}, {""sku"": ""SKU043"", ""qty"": 3, ""price"": 46.17}, {""sku"": ""SKU183"", ""qty"": 2, ""price"": 118.1}, {""sku"": ""SKU093"", ""qty"": 3, ""price"": 102.55}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-981047,2026-03-28T03:55:59Z,soudah-01,Spa Lounge,NA,543.94,sar 81.59,0,cash,5,"[{""sku"": ""SKU071"", ""qty"": 2, ""price"": 95.42}, {""sku"": ""SKU126"", ""qty"": 2, ""price"": 106.28}, {""sku"": ""SKU058"", ""qty"": 2, ""price"": 114.71}, {""sku"": ""SKU186"", ""qty"": 1, ""price"": 14.54}, {""sku"": ""SKU020"", ""qty"": 2, ""price"": 109.06}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-564776,2026-03-24T16:14:31Z,soudah-01,Spa Lounge,G-49357,VAT: SAR 332,SAR49.79,SAR 12.59,cash,three,"[{""sku"": ""SKU168"", ""qty"": 3, ""price"": 114.44}, {""sku"": ""SKU100"", ""qty"": 1, ""price"": 43.45}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-754771,2026/02/17 05:39,SP01,Summit Cafe,g-25749,VAT: 12.24,sar 1.84,SAR 36,Apple Pay,4,"[{""sku"": ""SKU176"", ""qty"": 3, ""price"": 90.82}, {""sku"": ""SKU167"", ""qty"": 2, ""price"": 115.48}, {""sku"": ""SKU105"", ""qty"": 1, ""price"": 90.37}, {""sku"": ""SKU113"", ""qty"": 3, ""price"": 15.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-299043,2026/03/01 08:53,SP01,Retail Store,g-39469,142.40,SAR 21.36,40.04,Apple Pay,three,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-546435,03-03-2026 11:08 PM +0530,SP01,Summit Cafe,NA,SAR 321,48.11,SAR 2.21,Card,1,"[{""sku"": ""SKU007"", ""qty"": 1, ""price"": 70.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-526163,2026-03-19T00:14:54Z,SP01,Summit Cafe,,578.06,SAR86.71,22.17,cash,2,"[{""sku"": ""SKU105"", ""qty"": 3, ""price"": 115.35}, {""sku"": ""SKU191"", ""qty"": 2, ""price"": 16.85}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-290425,2026-03-13T18:56:20Z,SP01,Retail Store,G-95891,SAR284.84,SAR42.73,0,cash,3,"[{""sku"": ""SKU024"", ""qty"": 2, ""price"": 19.42}, {""sku"": ""SKU082"", ""qty"": 1, ""price"": 67.7}, {""sku"": ""SKU152"", ""qty"": 2, ""price"": 25.2}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-799471,02-04-2026 12:53 PM,SOUDAH_1,Retail Store,G-04596,SAR652.09,97.81,SAR5.19,Card,one,"[{""sku"": ""SKU086"", ""qty"": 1, ""price"": 108.68}, {""sku"": ""SKU124"", ""qty"": 2, ""price"": 64.97}, {""sku"": ""SKU183"", ""qty"": 2, ""price"": 79.57}, {""sku"": ""SKU143"", ""qty"": 2, ""price"": 91.9}, {""sku"": ""SKU145"", ""qty"": 2, ""price"": 7.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-652191,2026/03/03 21:14,SP01,Peak Restaurant,,676.53,SAR 101,,cash,1,"[{""sku"": ""SKU197"", ""qty"": 1, ""price"": 92.06}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-676584,2026-03-08T11:35:38Z,soudah-01,Peak Restaurant,NULL,sar 467.08,sar 70.06,sar 17.73,Apple Pay,1,"[{""sku"": ""SKU095"", ""qty"": 3, ""price"": 101.74}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-881116,01-02-2026 05:43 PM,SP01,Retail Store,NULL,586.71,SAR88.01,,Apple Pay,5,"[{""sku"": ""SKU178"", ""qty"": 2, ""price"": 7.32}, {""sku"": ""SKU100"", ""qty"": 1, ""price"": 68.53}, {""sku"": ""SKU184"", ""qty"": 1, ""price"": 61.48}, {""sku"": ""SKU200"", ""qty"": 1, ""price"": 94.96}, {""sku"": ""SKU001"", ""qty"": 1, ""price"": 114.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-254485,26-02-2026 09:23 PM,soudah-01,Summit Cafe,NA,sar56.40,8.46,0.00,cash,4,"[{""sku"": ""SKU008"", ""qty"": 2, ""price"": 77.08}, {""sku"": ""SKU114"", ""qty"": 3, ""price"": 101.78}, {""sku"": ""SKU171"", ""qty"": 3, ""price"": 7.19}, {""sku"": ""SKU154"", ""qty"": 1, ""price"": 16.31}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-549969,01-03-2026 09:32 PM,SP01,Spa Lounge,g-84356,897.96,SAR 135,,Card,1,"[{""sku"": ""SKU092"", ""qty"": 2, ""price"": 93.17}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-850215,04-03-2026 10:24 AM,SOUDAH_1,Peak Restaurant,G-78213,SAR 366.62,54.99,0.00,Apple Pay,1,"[{""sku"": ""SKU137"", ""qty"": 3, ""price"": 10.26}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-664491,2026-02-17 17:33:07,SP01,Summit Cafe, G-68402 ,VAT: SAR 500,SR74.93,26.65,Card,NULL,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-235513,2026-02-18T12:21:50Z,SP01,Retail Store,NULL,738.36,sar 110.75,42.19,Card,2,"[{""sku"": ""SKU131"", ""qty"": 2, ""price"": 49.77}, {""sku"": ""SKU057"", ""qty"": 2, ""price"": 34.04}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-189644,2026/03/03 06:25 +0000,SOUDAH_1,Peak Restaurant,g-52391,SAR 700,SR104.99,,Apple Pay,NA,"[{""sku"": ""SKU030"", ""qty"": 3, ""price"": 101.67}, {""sku"": ""SKU162"", ""qty"": 3, ""price"": 92.98}, {""sku"": ""SKU024"", ""qty"": 3, ""price"": 82.09}, {""sku"": ""SKU126"", ""qty"": 3, ""price"": 92.84}, {""sku"": ""SKU068"", ""qty"": 2, ""price"": 100.26}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
