payment_id,booking_id,paid_at_raw,payment_method,payment_status,amount_raw,fee_raw,refund_amount_raw,gateway_ref,notes,source_file,ingested_at
PAY-323246, BK-003675 ,2026-01-15T08:53:00Z,visa card,S,SAR 2183,0.6%,0.00,STRIPE_Y54IQA1Q0GN1,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-294293,  BK-003675  ,15-01-2026 09:10 AM,Apple Pay,SUCCESS,sar2343.37,1.0%,0.00,STRIPE_RSPS5K29KIGK,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-130310,bk-272190,2026-03-27 01:14:00,visa card,SUCCESS,2085.01,0.3%,0.00,STRIPE_E6M0NY54SU6I,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY581136,BK-579621,2026-01-18 05:00:00,VISA,S,SAR646.38,1.4%,0,STRIPE_BS7QLAPFWXIG,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-571689,BK-579621,2026-01-18 05:17:00 GMT,MASTERCARD,FAILED,413.82,24.60,0.00,STRIPE_2TN8R09VIBU2,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-099212,BK-554691,2026-01-08T16:28:00Z,MASTERCARD,SUCCESS,SAR 883,2.0%,0,STRIPE_6XBFNLTBGLA0,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-500327 ,  BK-554072  ,2026/05/14 17:52,VISA,SUCCESS,"1,041.78",SAR 15.07,0,STRIPE_5WPLU6UHOKZZ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-559438 , BK-818725 ,2026-01-03 07:04:00 GMT,cash,SUCCESS,SAR 2081,55.93,"VAT: SAR 1,998.13",STRIPE_VN7A9DWRFZ26,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-247257,bk-492312,2026/05/11 20:45,visa card,SUCCESS,1397.29,1.1%,,STRIPE_HY9I3VP167K3,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-049339 ,BK-309684,2026/03/30 23:27,Card,SUCCESS,"1,960.19",2.8%,0.00,STRIPE_O9QQWVS6QQ5R,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-887863,BK-794395,2026/03/07 19:14,Card,SUCCESS,S.A.R1977.79,24.73,0,STRIPE_3CK0E77OWKBZ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-800374,  BK-775510  ,2026/04/21 03:27,MASTERCARD,SUCCESS,SAR 1152,0.7%,0.00,STRIPE_U5Z6JKTKEV2A,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-881442,bk-631292,2026-03-14T04:59:00Z,MASTERCARD,SUCCESS,"sar 1,692.28",2.7%,0,STRIPE_KNPAWAXZW21Q,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-187660, bk-631292 ,2026-03-14 05:16:00,visa card,S,"2,026.65",2.7%,0.00,STRIPE_OKHQLNA543ZZ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-264201 ,BK291434,11-05-2026 04:21 AM,MASTERCARD,SUCCESS,"1,948.83",SAR 16.17,0.00,STRIPE_W5G66M6LJTN1,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-872922,BK262220,2026-02-18T02:04:00Z,Apple Pay,SUCCESS,SAR 976,8.21,0,STRIPE_1KONX3W3UY52,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-693508 ,BK-315743,09-01-2026 07:45 AM,Apple Pay,SUCCESS,SAR 966,5.32,0.00,STRIPE_PKUTMZ0TZS09,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY078725,BK628964,13-04-2026 11:32 AM GMT,visa card,SUCCESS,"VAT: SAR 2,441.35",SAR 17.68,,STRIPE_MMWCV4FTT0T3,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-934223, BK928909 ,2026-04-23T19:34:00Z,MASTERCARD,SUCCESS,SAR 1407,SAR 9.64,0,STRIPE_6CF081AH9X27,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-371038,BK751717,2026-02-13T21:36:00Z,VISA,SUCCESS,1041.15,12.02,,STRIPE_8G54TTH8OPRH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-505380 ,BK939853,2026-05-08 10:39:00 +0530,MASTERCARD,PENDING,SAR 1758,36.97,0,STRIPE_L3228G0209EY,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-725579,BK554720,2026/01/08 18:53,VISA,SUCCESS,913.42,3.2%,,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-479624,  BK-550797  ,30-01-2026 06:53 AM GMT,MASTERCARD,SUCCESS,SAR1270.16,13.41,0,STRIPE_OO5QQFS40GW0,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-157494,BK-794395,2026-01-08 05:03:00,AMEX,SUCCESS,SAR 562,SAR 28.83,0.00,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-916157, BK-554462 ,15-05-2026 07:31 AM +0000,Card,SUCCESS,1924.06,1.4%,,STRIPE_CJM4KC74226K,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-561302,bk-183451,2026-03-08 07:18:00 +0000,MASTERCARD,SUCCESS,1090.21,1.5%,0.00,STRIPE_ON9ZALYHRH1M,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-309254,bk-581373,01-02-2026 12:19 AM,VISA,SUCCESS,"2,466.43",26.86,,STRIPE_B4V4SQWIIFPM,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-914707,BK-803883,2026-04-06T22:16:00Z,MASTERCARD,SUCCESS,SAR1066.17,SAR 29.89,,STRIPE_5QZU1HLZ94Z7,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY359527,bk-174819,2026/01/06 05:40,Apple Pay,SUCCESS,"SAR 1,762.92",SAR 20.62,0,STRIPE_PFWXBWY281YV,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-962011 ,BK-500891,2026-01-01 20:40:00,Card,SUCCESS,SAR 2369,2.7%,0.00,STRIPE_Q02LRNQN5QJN,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY616378,BK-433374,2026-02-15 00:27:00,MASTERCARD,SUCCESS,SAR 2108,SAR 25.60,0.00,STRIPE_KUFDESMKLB0O,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-520354,BK-119638,2026/05/07 21:00 GMT,MASTERCARD,SUCCESS,"2,176.28",SAR 20.04,0.00,STRIPE_MYJDQHK4WHP3,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-654915 , BK-028541 ,2026-03-23T11:51:00Z,MASTERCARD,SUCCESS,SAR1002.75,2.7%,0.00,STRIPE_M5I3EOQD46VQ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-669725,BK-028541,2026/03/23 12:08,Card,S,"SAR 1,790.65",SAR 39.78,0,STRIPE_Z5UKX91Z3D29,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-290342,  BK-318431  ,2026-04-01T05:52:00Z,cash,SUCCESS,SAR1457.66,SAR 14.53,,STRIPE_0JWNAO4YBXXS,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-998493, BK-075696 ,01-02-2026 10:50 AM,VISA,SUCCESS,1071.12,22.21,0,STRIPE_6C628V8V3F4D,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-628780 , BK-075696 ,2026-02-01T11:07:00Z,MASTERCARD,SUCCESS,SAR1992.23,15.70,0,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-090917,BK-526910,2026/02/20 23:30,VISA,SUCCESS,"SAR 1,369.22",1.3%,,STRIPE_PRWZ4QQBO2JO,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-185408,bk-159753,2026/03/12 09:53,MASTERCARD,SUCCESS,SAR1803.01,16.35,,STRIPE_UAFWCC821ZBH,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-579560,BK-291637,2026-04-06T23:05:00Z,cash,SUCCESS,513.04,17.34,0.00,STRIPE_Z9G0Z7SWY9V4,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-394347 ,BK-291637,06-04-2026 11:22 PM,VISA,SUCCESS,1002.82,13.60,0.00,STRIPE_XDF7K8UN8WIG,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-583664 ,BK273612,2026-04-04T09:36:00Z,MASTERCARD,SUCCESS,305.73,SAR 5.68,0,STRIPE_IBBS1ISLUV1B,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-192625, bk-206114 ,11-02-2026 09:01 PM,MASTERCARD,SUCCESS,SAR516.48,4.6%,,STRIPE_IT9GY4YI2174,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-667565, BK-346293 ,2026/03/27 09:51,visa card,SUCCESS,VAT: 328.21,6.17,0,STRIPE_V70F0GN99NVT,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-876735,BK-804830,2026-01-11T08:04:00Z,AMEX,SUCCESS,612.80,SAR 14.52,0.00,STRIPE_O9R1222G3XFZ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-846753 ,bk-000278,28-01-2026 01:25 PM,cash,SUCCESS,SAR 2476,0.9%,0,STRIPE_DV1HJFDX8M7O,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-541746 , BK-796725 ,06-03-2026 06:49 PM,VISA,SUCCESS,sar1319.72,22.53,,STRIPE_HR5XLW1R5LDK,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-421135,  BK-796725  ,2026-03-06 19:06:00,cash,SUCCESS,SAR2057.49,SAR 61.59,,STRIPE_9ESPHBZDQJ0K,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-817208, BK-952682 ,2026/02/18 12:16,VISA,SUCCESS,sar 546.72,16.60,0.00,STRIPE_XON6S6XPKU52,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-344193,BK449256,2026/03/19 05:48,cash,SUCCESS,277.19,18.96,,STRIPE_286KMTXYUN9N,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-199909,BK-426401,25-03-2026 12:11 AM,VISA,SUCCESS,SAR 2214,SAR 6.91,0.00,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY362679, BK-991715 ,2026-02-24T04:50:00Z,Apple Pay,SUCCESS,"SAR 1,944.95",SAR 35.52,0.00,STRIPE_KWMTKEIV3QID,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY436242, BK-330444 ,2026-02-08T01:16:00Z,Card,SUCCESS,1816.70,SAR 6.94,0.00,STRIPE_FOZHEBKM41P0,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-149401,  BK-330444  ,08-02-2026 01:33 AM,VISA,SUCCESS,660.51,17.57,0.00,STRIPE_F7O22E5NPI0F,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-144845, BK-867753 ,2026-03-16T15:25:00Z,MASTERCARD,SUCCESS,"SR 1,104.13",14.13,0.00,STRIPE_5XFI5EAXCDV7,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-252675,BK-087700,2026-03-28T16:43:00Z,VISA,SUCCESS,1739.89,0.8%,0,STRIPE_P6U6YGVQFVVW,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-038219,  BK-311040  ,2026-02-05 19:35:00,Card,FAILED,181.65,SAR 14.70,,STRIPE_0IY0WJE3GH40,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-415663, BK-818191 ,2026-04-13 23:43:00,VISA,SUCCESS,2186.56,0.6%,0,STRIPE_SZRGIHA5P2Y9,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-603288,BK-645144,2026/03/05 12:18,AMEX,SUCCESS,SAR425.66,13.26,,STRIPE_Y9G9TOUED2IY,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-798311 , bk-399912 ,2026/01/03 16:59,VISA,SUCCESS,VAT: SAR 762,2.7%,0.00,STRIPE_YJQTR3I09GB2,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-602852 ,BK-013721,2026-04-21T08:04:00Z,VISA,SUCCESS,1401.98,SAR 26.15,0.00,STRIPE_DJ6VE68OAJWT,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-608056 ,BK-013721,2026-04-21 08:21:00,VISA,SUCCESS,"SAR 1,388.48",1.4%,0,STRIPE_JFFRH1QZ8KLG,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-249414,bk-849043,2026-01-03T08:21:00Z,VISA,SUCCESS,1748.26,1.7%,0.00,STRIPE_UUINVZTPC2UL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-264113,bk-407023,2026/04/02 01:56,AMEX,SUCCESS,408.69,6.51,0,STRIPE_WTCAKKJ2BS4H,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-456058,bk-407023,02-04-2026 02:13 AM,VISA,SUCCESS,2483.60,1.7%,0,STRIPE_1NTY7UFBWBF8,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-929545,BK-282483,2026-01-27T13:07:00Z,VISA,SUCCESS,"SAR 2,166.63",2.1%,0,STRIPE_UBQE986EUX4X,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-223708,BK-282483,27-01-2026 01:24 PM,Card,SUCCESS,"SAR 1,598.58",2.9%,0.00,STRIPE_87Z655PFDIGK,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-995577,BK-466252,2026-04-04 11:32:00,MASTERCARD,SUCCESS,sar270.18,SAR 10.88,0,STRIPE_JE495DCGHAH9,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-166379,BK-686521,2026-04-13 11:11:00,visa card,SUCCESS,"SR 2,289.06",SAR 68.55,,STRIPE_TESLM6B6SJQ7,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY924141,bk-600186,07-03-2026 11:05 PM,MASTERCARD,FAILED,SAR 59.56,19.7%,,STRIPE_LJAON59G11XZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-568459 ,BK-338792,08-01-2026 11:38 PM,MASTERCARD,SUCCESS,646.84,17.96,0,STRIPE_4WW1JUUW4KLT,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-801867,BK-338792,2026-01-08 23:55:00,MASTERCARD,SUCCESS,225.94,2.4%,,STRIPE_5Z3ICZD03END,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-001004, BK-866371 ,2026-02-23 23:06:00,cash,SUCCESS,SR2312.65,55.13,0,STRIPE_F7YTEUOCLH12,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY768312,bk-737044,2026-05-04 11:54:00,MASTERCARD,SUCCESS,335.79,SAR 5.48,,STRIPE_TB5FALXVAPL6,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-359748, BK-681150 ,09-03-2026 01:16 AM,VISA,SUCCESS,VAT: SAR1895.86,0.7%,,STRIPE_UVBLJSMW01QZ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-650584,BK-209177,06-02-2026 09:18 AM,MASTERCARD,SUCCESS,"1,638.65",1.7%,,STRIPE_57WRJPEMWBTY,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-914101, BK-009492 ,2026/04/24 11:45,visa card,SUCCESS,VAT: SAR 684.47,2.6%,,STRIPE_9FTRYT122JKZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-714125 , BK-049437 ,2026-04-06 08:34:00 +0530,VISA,SUCCESS,SAR 805.84,2.3%,0,STRIPE_BLVBOQOSTOTP,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-993133, BK-049437 ,06-04-2026 08:51 AM,cash,SUCCESS,SAR 2007,SAR 15.62,,STRIPE_GGCDK7INCS6I,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-162642,BK407226,19-04-2026 10:58 AM,MASTERCARD,SUCCESS,SAR2377.94,15.05,,STRIPE_V6E9WR2P2GQN,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-591217,BK407226,2026-04-19 11:15:00,Card,SUCCESS,"sar 1,793.22",1.1%,,STRIPE_VJURCD6VBPDK,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-957193, BK-454502 ,2026-03-29T04:37:00Z,VISA,SUCCESS,"SR 1,978.74",SAR 18.72,0,STRIPE_FCW7BY3MYE5A,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-683462,bk-672721,2026/03/15 07:27,VISA,SUCCESS,723.75,1.0%,,STRIPE_CL1YVKZOWTAL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-239496,bk-264252,2026-05-15T06:55:00Z,MASTERCARD,SUCCESS,2244.15,SAR 7.23,0,STRIPE_Y1Y8G3HDII51,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-238638,BK599013,2026-04-06 13:26:00,VISA,SUCCESS,sar2267.58,22.56,0.00,STRIPE_Q8R42JYZGIB9,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-077495, BK599013 ,2026/04/06 13:43,VISA,SUCCESS,SAR 1500,16.98,0,STRIPE_YCNLW4SF5JXN,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-705794,BK-580362,2026-04-18T10:36:00Z,VISA,SUCCESS,"SAR 1,555.86",SAR 24.79,813.17,STRIPE_8UVL1JFOEWZE,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-211193,BK-705810,2026-01-25T15:44:00Z,MASTERCARD,SUCCESS,2479.28,SAR 58.14,,STRIPE_3M7FFTHOAW76,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-084520,BK-714305,2026-02-22T15:02:00Z,MASTERCARD,SUCCESS,"SAR 1,333.21",SAR 24.53,0.00,STRIPE_XZT21BXDRMRE,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY615330,BK-264996,2026-02-04 07:45:00,VISA,SUCCESS,1745.20,SAR 18.67,0.00,STRIPE_D064U84RLV95,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-064346, BK810331 ,2026/05/18 06:20,AMEX,S,1343.30,1.7%,SAR647.38,STRIPE_LODZBGP41YQ5,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY554303,bk-513398,2026/04/07 14:17,cash,SUCCESS,SAR2153.29,0.7%,,STRIPE_9WZW4NBUX736,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-296251 , bk-641062 ,14-04-2026 05:37 AM,VISA,SUCCESS,SAR 1994,2.7%,0.00,STRIPE_Q2XDKDCC2K5P,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-105486,BK-750035,2026-03-29 18:29:00,Card,SUCCESS,SAR362.73,2.6%,0,STRIPE_9Z3FBGANBM8C,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-024829, bk-052794 ,2026-04-01 14:29:00 +0000,visa card,SUCCESS,"1,402.38",37.31,0,STRIPE_KT7HX53K1X7V,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY764102,BK266275,2026-03-01T11:25:00Z,visa card,SUCCESS,1660.11,SAR 17.75,0,STRIPE_IHO4NAWVMFHD,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-896505 ,  BK-978917  ,05-04-2026 05:12 AM,visa card,SUCCESS,sar1939.78,50.12,0,STRIPE_2QS23JFUNTYH,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-102391, BK-978917 ,05-04-2026 05:29 AM,Card,SUCCESS,"sar 1,838.94",19.38,0.00,STRIPE_ANPVU49QSSDT,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-635052,BK621894,2026-05-04T05:46:00Z,visa card,SUCCESS,SAR 431,1.2%,,STRIPE_OCVSNKWFKOFC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-398632, BK-472629 ,27-02-2026 01:12 PM,Apple Pay,SUCCESS,827.92,23.87,,STRIPE_ACSJBLNL2WUB,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-728544 ,BK710738,2026-03-13T01:30:00Z,MASTERCARD,SUCCESS,VAT: 662.21,17.61,,STRIPE_KEY40MPA147O,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-005552,BK710738,2026-03-13T01:47:00Z,MASTERCARD,SUCCESS,536.71,11.56,0,STRIPE_HTKLCII0PION,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY057109,BK-830724,26-01-2026 08:48 PM,VISA,SUCCESS,SAR 2322,21.74,0,STRIPE_PN7WW05V57KO,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-177264,BK-904553,14-01-2026 08:31 PM,MASTERCARD,SUCCESS,475.92,SAR 5.61,,STRIPE_P5VEGJLUV0NC,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-032047,BK-127053,10-05-2026 11:11 PM,VISA,SUCCESS,SR1916.03,0.4%,0.00,STRIPE_M0011GN9VHWD,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-368146, BK266367 ,2026-03-13T11:24:00Z,visa card,FAILED,sar 360.25,SAR 20.01,0.00,STRIPE_HAS2O23CDL5D,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-541815, BK-638907 ,02-01-2026 01:44 PM,Apple Pay,PENDING,406.00,3.4%,,STRIPE_BB7ORKAEFF7M,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY047465,  BK-638907  ,2026-01-02 14:01:00,visa card,SUCCESS,"1,882.20",25.46,SAR331.01,STRIPE_QHU7PWM77OD3,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY628261,BK-574348,2026-01-17 17:18:00,MASTERCARD,SUCCESS,SAR 277.66,SAR 15.08,0.00,STRIPE_HADXN3G82UI0,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-162394,bk-909579,28-03-2026 08:15 PM,AMEX,PENDING,370.27,6.3%,0.00,STRIPE_BCEEX3WYOKSM,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-267271,BK-457410,2026/02/07 09:29,VISA,FAILED,SAR 281,8.8%,,STRIPE_JB26OAM7AXSS,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY619139,BK933232,2026/02/27 22:00,visa card,SUCCESS,"1,937.89",SAR 6.64,0,STRIPE_3ZMMW5EDIN0O,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-106750,BK933232,27-02-2026 10:17 PM,cash,SUCCESS,VAT: 578.04,3.9%,,STRIPE_NFXSXNZXSM5V,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-628105,BK-500891,2026/05/06 07:57,VISA,SUCCESS,SAR 1520,9.01,190.12,STRIPE_OC9W89KA5GRM,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-760272,bk-946855,2026-04-02 12:20:00,VISA,FAILED,VAT: SAR240.37,4.0%,0.00,STRIPE_I4DZ5DQJRMPT,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-191809,bk-659863,2026-01-07 08:56:00,VISA,SUCCESS,SAR 387,4.00,,STRIPE_SF7Q3L53ZXW5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-771487,bk-659863,2026-01-07 09:13:00,cash,SUCCESS,VAT: 282.54,3.0%,0.00,STRIPE_CD6LA42PPXM1,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-410852,BK-155749,2026/04/27 06:34 +0530,Card,SUCCESS,SAR 1649,32.32,0,STRIPE_CQNXGRTOM2PP,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-690417 ,BK-155749,2026/04/27 06:51,VISA,SUCCESS,SAR 1182,2.2%,0.00,STRIPE_U7CY35ES6G0F,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-587627, BK-205690 ,12-05-2026 05:48 PM,cash,SUCCESS,250.87,6.64,0.00,STRIPE_RRW0AD9AEWN9,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-871301, bk-449596 ,20-02-2026 07:48 PM +0530,MASTERCARD,SUCCESS,SAR1015.01,1.5%,0,STRIPE_QS8K71MIOZIS,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-994605, BK-213111 ,2026/01/28 10:07,VISA,SUCCESS,SR2279.54,46.33,0.00,STRIPE_LV87BNKQOIIW,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-896366,  BK-213111  ,2026-01-28T10:24:00Z,Card,SUCCESS,1647.18,SAR 24.79,0,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-942022,BK-963935,2026/01/30 18:23,cash,SUCCESS,"SAR 1,431.52",36.15,0,STRIPE_UDFTEBYR4SXR,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY031583,BK-963935,30-01-2026 06:40 PM,VISA,SUCCESS,sar1522.52,2.5%,,STRIPE_WJFC15DDN8RS,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-954289,BK-298092,09-01-2026 09:17 AM,Card,FAILED,SAR 349,6.8%,0,STRIPE_6WAUCD1KPBWA,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-726926,BK-298092,09-01-2026 09:34 AM,VISA,SUCCESS,sar980.31,18.20,0.00,STRIPE_741I67KS2FJL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-043712,BK404273,2026/05/07 19:33,VISA,SUCCESS,SAR 1386,11.23,,STRIPE_BOWZIWQRTVQJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-626325,  BK-472746  ,04-03-2026 06:42 AM GMT,Apple Pay,SUCCESS,SAR1191.44,SAR 12.78,0,STRIPE_XMM13TR1Y0LK,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-956800 ,  BK-035472  ,2026-02-06 19:12:00,MASTERCARD,SUCCESS,337.07,SAR 15.15,,STRIPE_OVNJXX55942H,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-982991,BK119203,2026-01-04 10:38:00,MASTERCARD,SUCCESS,SAR 516.31,2.8%,0,STRIPE_I6BZ5FXYIDPM,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-469577,BK128089,2026/03/27 14:56,VISA,SUCCESS,434.52,1.8%,,STRIPE_E7174424PI3V,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-184410 ,bk-101174,2026-01-28 19:00:00,AMEX,SUCCESS,1774.64,2.2%,0.00,STRIPE_KDODIO3CPEH6,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-975233,bk-199255,2026-04-01T22:46:00Z,VISA,SUCCESS,SAR2002.70,SAR 14.52,0.00,STRIPE_RIXOBRKY447A,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-289621,bk-761535,2026-02-04T23:57:00Z,MASTERCARD,S,SAR445.04,9.09,,STRIPE_QKFH8TSTXZWU,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-757512,BK-528495,29-03-2026 02:47 AM,Apple Pay,SUCCESS,"SAR 2,158.60",60.96,,STRIPE_3EMQACJME930,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-954514, BK-407580 ,2026-05-10T08:56:00Z,Card,SUCCESS,"1,092.13",SAR 29.62,NA,STRIPE_1MOSKVMIPK76,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
